,Genome Name,species,antibiotic,resistance
326,Klebsiella pneumoniae strain MRSN6031,Klebsiella pneumoniae,cefepime,Resistant
328,Shigella sonnei strain 189256,Shigella sonnei,sulfonamides,Resistant
329,Klebsiella pneumoniae strain CVUAS 11252,Klebsiella pneumoniae,meropenem,Susceptible
330,Shigella sonnei strain 164655,Shigella sonnei,trimethoprim,Resistant
331,Shigella sonnei strain 169625,Shigella sonnei,cefotaxime,Susceptible
332,Klebsiella pneumoniae strain CVUAS 11252,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Susceptible
333,Klebsiella pneumoniae strain MRSN368320,Klebsiella pneumoniae,nalidixic acid,Resistant
334,Staphylococcus aureus strain 73078_6,Staphylococcus aureus,penicillin,Susceptible
335,Shigella sonnei strain 164676,Shigella sonnei,trimethoprim,Resistant
336,Shigella sonnei strain 189258,Shigella sonnei,ciprofloxacin,Susceptible
337,Shigella sonnei strain 178861,Shigella sonnei,azithromycin,Susceptible
338,Shigella sonnei strain 163131,Shigella sonnei,sulfonamides,Susceptible
339,Klebsiella pneumoniae strain MRSN699654,Klebsiella pneumoniae,imipenem,Susceptible
340,Shigella sonnei strain 190807,Shigella sonnei,tetracycline,Resistant
341,Shigella sonnei strain 158946,Shigella sonnei,nalidixic acid,Susceptible
342,Pseudomonas aeruginosa strain SCAID TST-2021 (7/157) strain SCAID TST-2021 (7/157) strain SCAID TST-2021 (7/157),Pseudomonas aeruginosa,oxacillin,Resistant
343,Shigella sonnei strain 164676,Shigella sonnei,amikacin,Resistant
344,Staphylococcus aureus strain 41302682,Staphylococcus aureus,tetracycline,Susceptible
345,Shigella sonnei strain 183758,Shigella sonnei,cefoxitin,Resistant
346,Klebsiella pneumoniae strain E14_15_53Ma,Klebsiella pneumoniae,levofloxacin,Susceptible
347,Shigella sonnei strain 189256,Shigella sonnei,tobramycin,Resistant
348,Shigella sonnei strain 173529,Shigella sonnei,temocillin,Susceptible
349,Klebsiella pneumoniae strain WHC2,Klebsiella pneumoniae,tobramycin,Resistant
350,Staphylococcus aureus strain SP134,Staphylococcus aureus,clindamycin,Susceptible
351,Staphylococcus aureus strain 18/1-3 SG,Staphylococcus aureus,clindamycin,Susceptible
352,Staphylococcus aureus strain 51000033,Staphylococcus aureus,ciprofloxacin,Susceptible
353,Staphylococcus aureus strain 71532_cf12,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
354,Shigella sonnei strain 185470,Shigella sonnei,nalidixic acid,Resistant
355,Shigella sonnei strain 193413,Shigella sonnei,trimethoprim,Resistant
356,Staphylococcus aureus strain 71532_cf4,Staphylococcus aureus,methicillin,Susceptible
357,Klebsiella pneumoniae strain MRSN613682,Klebsiella pneumoniae,amikacin,Resistant
358,Klebsiella pneumoniae strain KP_NORM_BLD_2014_96855,Klebsiella pneumoniae,amikacin,Susceptible
359,Shigella sonnei strain 173529,Shigella sonnei,ampicillin,Susceptible
360,Staphylococcus aureus strain 18/1-3 BHC,Staphylococcus aureus,clindamycin,Susceptible
361,Klebsiella pneumoniae strain MRSN15882,Klebsiella pneumoniae,ceftolozane-tazobactam,Resistant
362,Klebsiella pneumoniae strain MRSN546733,Klebsiella pneumoniae,tetracycline,Resistant
363,Klebsiella pneumoniae strain 2564,Klebsiella pneumoniae,gentamicin,Susceptible
364,Klebsiella pneumoniae strain MRSN27106,Klebsiella pneumoniae,cefepime,Susceptible
365,Shigella sonnei strain 180790,Shigella sonnei,gentamicin,Resistant
366,Shigella sonnei strain 154831,Shigella sonnei,temocillin,Susceptible
367,Shigella sonnei strain 182176,Shigella sonnei,azithromycin,Susceptible
368,Staphylococcus aureus strain 71532_cf3,Staphylococcus aureus,tetracycline,Susceptible
369,Klebsiella pneumoniae strain E14_15_17Sa,Klebsiella pneumoniae,tobramycin,Susceptible
370,Klebsiella pneumoniae strain MRSN16233,Klebsiella pneumoniae,ampicillin-sulbactam,Susceptible
371,Shigella sonnei strain 185879,Shigella sonnei,cefotaxime,Resistant
372,Klebsiella pneumoniae strain KZN_INI_KINF_22,Klebsiella pneumoniae,tobramycin,Resistant
374,Shigella sonnei strain 168324,Shigella sonnei,trimethoprim,Resistant
375,Shigella sonnei strain 178859,Shigella sonnei,cefpirome,Resistant
376,Shigella sonnei strain 186595,Shigella sonnei,sulfonamides,Resistant
377,Klebsiella pneumoniae strain WHC12,Klebsiella pneumoniae,cefoxitin,Susceptible
378,Staphylococcus aureus strain GHA/LAMRSA/2016/16,Staphylococcus aureus,clindamycin,Susceptible
379,Shigella sonnei strain 180536,Shigella sonnei,temocillin,Susceptible
380,Klebsiella pneumoniae strain 2564,Klebsiella pneumoniae,ertapenem,Resistant
381,Shigella sonnei strain 168534,Shigella sonnei,cefotaxime,Resistant
382,Klebsiella pneumoniae strain MRSN18411,Klebsiella pneumoniae,ciprofloxacin,Susceptible
383,Staphylococcus aureus strain 71532_cf9,Staphylococcus aureus,tetracycline,Susceptible
384,Shigella sonnei strain 180793,Shigella sonnei,amikacin,Resistant
385,Klebsiella pneumoniae strain MRSN731029,Klebsiella pneumoniae,ampicillin-sulbactam,Resistant
386,Klebsiella pneumoniae strain MRSN374613,Klebsiella pneumoniae,ceftazidime,Resistant
387,Shigella sonnei strain 161916,Shigella sonnei,tetracycline,Resistant
388,Shigella sonnei strain 149192,Shigella sonnei,cefpirome,Resistant
389,Escherichia coli strain SCAID URN1-2021 (19/278) strain SCAID URN1-2021 (19/278) strain SCAID URN1-2021 (19/278),Escherichia coli,amikacin,Susceptible
390,Klebsiella pneumoniae strain BK25434,Klebsiella pneumoniae,imipenem,Susceptible
391,Shigella sonnei strain 149263,Shigella sonnei,tobramycin,Resistant
392,Shigella sonnei strain 174675,Shigella sonnei,amikacin,Resistant
393,Klebsiella pneumoniae strain MRSN583114,Klebsiella pneumoniae,ampicillin,Resistant
394,Shigella sonnei strain 166180,Shigella sonnei,chloramphenicol,Susceptible
395,Klebsiella pneumoniae strain GF48B,Klebsiella pneumoniae,ertapenem,Susceptible
396,Klebsiella pneumoniae strain Y11,Klebsiella pneumoniae,ciprofloxacin,Susceptible
397,Klebsiella pneumoniae strain MRSN479404,Klebsiella pneumoniae,tetracycline,Susceptible
398,Klebsiella pneumoniae strain KP18-2050,Klebsiella pneumoniae,tetracycline,Resistant
399,Shigella sonnei strain 196418,Shigella sonnei,chloramphenicol,Susceptible
400,Shigella sonnei strain 195821,Shigella sonnei,trimethoprim,Resistant
401,Staphylococcus aureus strain 71532_cf8,Staphylococcus aureus,ciprofloxacin,Susceptible
402,Shigella sonnei strain 20041367_1361369,Shigella sonnei,nalidixic acid,Resistant
403,Klebsiella pneumoniae strain MRSN742743,Klebsiella pneumoniae,cefotaxime,Susceptible
404,Klebsiella pneumoniae strain MRSN699478,Klebsiella pneumoniae,cefepime,Susceptible
405,Shigella sonnei strain 175549,Shigella sonnei,ciprofloxacin,Susceptible
406,Klebsiella pneumoniae strain PN118,Klebsiella pneumoniae,meropenem,Susceptible
407,Staphylococcus aureus strain 27/4-20 AHC,Staphylococcus aureus,methicillin,Susceptible
408,Shigella sonnei strain 158941,Shigella sonnei,gentamicin,Resistant
409,Staphylococcus aureus strain NCTC9556,Staphylococcus aureus,gentamicin,Susceptible
410,Klebsiella pneumoniae strain P30-61,Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
411,Shigella sonnei strain 153152,Shigella sonnei,nalidixic acid,Susceptible
412,Shigella sonnei strain 164673,Shigella sonnei,streptomycin,Resistant
413,Klebsiella pneumoniae strain MRSN366562,Klebsiella pneumoniae,cefepime,Resistant
414,Klebsiella pneumoniae strain MRSN21304,Klebsiella pneumoniae,amikacin,Susceptible
415,Shigella sonnei strain 195775,Shigella sonnei,azithromycin,Resistant
416,Staphylococcus aureus strain SA12,Staphylococcus aureus,tetracycline,Resistant
417,Staphylococcus aureus strain 27181_155F72,Staphylococcus aureus,ciprofloxacin,Susceptible
418,Shigella sonnei strain 150955,Shigella sonnei,ceftazidime,Susceptible
419,Klebsiella pneumoniae strain ICBKPS3.2,Klebsiella pneumoniae,imipenem,Resistant
420,Klebsiella pneumoniae strain MRSN22265,Klebsiella pneumoniae,tetracycline,Susceptible
421,Staphylococcus aureus strain 41012475,Staphylococcus aureus,clindamycin,Susceptible
422,Shigella sonnei strain 164676,Shigella sonnei,ampicillin,Susceptible
423,Klebsiella pneumoniae strain MRSN25947,Klebsiella pneumoniae,ceftazidime-avibactam,Susceptible
424,Shigella sonnei strain 159710,Shigella sonnei,chloramphenicol,Susceptible
425,Klebsiella pneumoniae strain P30-65,Klebsiella pneumoniae,levofloxacin,Susceptible
426,Shigella sonnei strain 178628,Shigella sonnei,ceftazidime,Susceptible
427,Klebsiella pneumoniae strain NIHE12-0848,Klebsiella pneumoniae,ertapenem,Susceptible
428,Shigella sonnei strain 171144,Shigella sonnei,cefpirome,Susceptible
429,Shigella sonnei strain 161046,Shigella sonnei,cefoxitin,Susceptible
430,Shigella sonnei strain 197084,Shigella sonnei,tetracycline,Susceptible
431,Shigella sonnei strain 163131,Shigella sonnei,azithromycin,Susceptible
432,Shigella sonnei strain 201535,Shigella sonnei,trimethoprim,Resistant
433,Shigella sonnei strain 203680,Shigella sonnei,gentamicin,Resistant
434,Klebsiella pneumoniae strain 2019_OU_BfR0018,Klebsiella pneumoniae,tobramycin,Resistant
435,Klebsiella pneumoniae strain 2019_OU_BfR0018,Klebsiella pneumoniae,cefepime,Susceptible
436,Pseudomonas aeruginosa strain A237,Pseudomonas aeruginosa,levofloxacin,Susceptible
437,Shigella sonnei strain 181108,Shigella sonnei,ertapenem,Susceptible
438,Klebsiella pneumoniae strain P30-74,Klebsiella pneumoniae,amikacin,Susceptible
439,Klebsiella pneumoniae strain MRSN430414,Klebsiella pneumoniae,meropenem,Resistant
440,Staphylococcus aureus strain 31500081,Staphylococcus aureus,trimethoprim/sulfamethoxazole,Susceptible
441,Klebsiella pneumoniae strain KP18-2079,Klebsiella pneumoniae,ertapenem,Susceptible
442,Pseudomonas aeruginosa strain EM 2972704,Pseudomonas aeruginosa,ceftazidime-avibactam,Resistant
443,Staphylococcus aureus strain 30409_155F184,Staphylococcus aureus,erythromycin,Susceptible
444,Shigella sonnei strain 192921,Shigella sonnei,temocillin,Susceptible
446,Shigella sonnei strain 182836,Shigella sonnei,gentamicin,Susceptible
447,Shigella sonnei strain 174677,Shigella sonnei,chloramphenicol,Susceptible
448,Shigella sonnei strain 176416,Shigella sonnei,ertapenem,Resistant
449,Klebsiella pneumoniae strain PN114,Klebsiella pneumoniae,piperacillin/tazobactam,Susceptible
450,Klebsiella pneumoniae strain 257,Klebsiella pneumoniae,cefepime,Resistant
452,Shigella sonnei strain 195615,Shigella sonnei,trimethoprim,Resistant
453,Klebsiella pneumoniae strain MRSN27989,Klebsiella pneumoniae,imipenem,Susceptible
454,Shigella sonnei strain 205582,Shigella sonnei,amikacin,Resistant
455,Shigella sonnei strain 180537,Shigella sonnei,nalidixic acid,Susceptible
456,Klebsiella pneumoniae strain MRSN499958,Klebsiella pneumoniae,tobramycin,Resistant
457,Shigella sonnei strain 183648,Shigella sonnei,temocillin,Susceptible
458,Shigella sonnei strain 170362,Shigella sonnei,ampicillin,Susceptible
459,Klebsiella pneumoniae strain MRSN21304,Klebsiella pneumoniae,tetracycline,Resistant
460,Shigella sonnei strain 197082,Shigella sonnei,tetracycline,Resistant
461,Shigella sonnei strain 203678,Shigella sonnei,ertapenem,Resistant
462,Shigella sonnei strain 175561,Shigella sonnei,amikacin,Resistant
463,Shigella sonnei strain 199912,Shigella sonnei,azithromycin,Resistant
464,Shigella sonnei strain 170367,Shigella sonnei,tobramycin,Resistant
465,Staphylococcus aureus strain 27/4-18 BHY,Staphylococcus aureus,tetracycline,Susceptible
467,Klebsiella pneumoniae strain MRSN28866,Klebsiella pneumoniae,ertapenem,Susceptible
469,Klebsiella pneumoniae strain SCAID PHRX1-2021 (13/97) strain SCAID PHRX1-2021 (13/97) strain SCAID PHRX1-2021 (13/97),Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
470,Shigella sonnei strain 183660,Shigella sonnei,streptomycin,Resistant
471,Klebsiella pneumoniae strain MRSN22265,Klebsiella pneumoniae,imipenem,Susceptible
472,Klebsiella pneumoniae strain P30-76,Klebsiella pneumoniae,ertapenem,Susceptible
473,Staphylococcus aureus strain 67582_2,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
474,Klebsiella pneumoniae subsp. pneumoniae strain NCTC7761,Klebsiella pneumoniae,aztreonam,Susceptible
475,Shigella sonnei strain 154837,Shigella sonnei,sulfonamides,Resistant
476,Shigella sonnei strain 190808,Shigella sonnei,sulfonamides,Resistant
477,Klebsiella pneumoniae strain MRSN25947,Klebsiella pneumoniae,tetracycline,Susceptible
478,Shigella sonnei strain 155684,Shigella sonnei,trimethoprim,Resistant
479,Klebsiella pneumoniae strain MRSN15937,Klebsiella pneumoniae,ceftriaxone,Susceptible
480,Shigella sonnei strain 20051541_1361374,Shigella sonnei,streptomycin,Resistant
481,Shigella sonnei strain 178626,Shigella sonnei,ceftazidime,Resistant
482,Klebsiella pneumoniae strain L923,Klebsiella pneumoniae,tobramycin,Susceptible
483,Shigella sonnei strain 150955,Shigella sonnei,gentamicin,Resistant
484,Shigella sonnei strain 203686,Shigella sonnei,cefotaxime,Resistant
485,Shigella sonnei strain 181086,Shigella sonnei,azithromycin,Susceptible
486,Klebsiella pneumoniae strain KE9593,Klebsiella pneumoniae,meropenem,Susceptible
487,Klebsiella pneumoniae strain MRSN5613,Klebsiella pneumoniae,levofloxacin,Susceptible
488,Shigella sonnei strain 164888,Shigella sonnei,nalidixic acid,Susceptible
489,Shigella sonnei strain 186596,Shigella sonnei,nalidixic acid,Susceptible
490,Shigella sonnei strain 164645,Shigella sonnei,tobramycin,Susceptible
491,Shigella sonnei strain 195774,Shigella sonnei,ceftazidime,Susceptible
492,Klebsiella pneumoniae strain MRSN15882,Klebsiella pneumoniae,amikacin,Susceptible
493,Staphylococcus aureus strain 60563-10-2,Staphylococcus aureus,clindamycin,Susceptible
494,Klebsiella pneumoniae strain F726925,Klebsiella pneumoniae,tetracycline,Resistant
495,Klebsiella pneumoniae strain MRSN761403,Klebsiella pneumoniae,cefotaxime,Resistant
496,Klebsiella pneumoniae strain MRSN742743,Klebsiella pneumoniae,piperacillin-tazobactam,Susceptible
497,Klebsiella pneumoniae strain KP19-2196,Klebsiella pneumoniae,ertapenem,Resistant
498,Klebsiella pneumoniae strain MRSN614201,Klebsiella pneumoniae,tobramycin,Susceptible
499,Klebsiella pneumoniae strain MRSN21304,Klebsiella pneumoniae,cefpodoxime,Susceptible
500,Shigella sonnei strain 191891,Shigella sonnei,sulfonamides,Resistant
501,Klebsiella pneumoniae strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226),Klebsiella pneumoniae,gentamicin,Susceptible
502,Shigella sonnei strain 183639,Shigella sonnei,ertapenem,Susceptible
503,Klebsiella pneumoniae strain MRSN27778,Klebsiella pneumoniae,piperacillin-tazobactam,Susceptible
504,Shigella sonnei strain 182822,Shigella sonnei,cefotaxime,Susceptible
505,Klebsiella pneumoniae strain MRSN25616,Klebsiella pneumoniae,ampicillin-sulbactam,Resistant
506,Klebsiella pneumoniae strain PN120,Klebsiella pneumoniae,piperacillin/tazobactam,Susceptible
507,Klebsiella pneumoniae strain MRSN5741,Klebsiella pneumoniae,tobramycin,Susceptible
508,Klebsiella pneumoniae strain KZN_INI_KINF_24,Klebsiella pneumoniae,trimethoprim,Susceptible
509,Shigella sonnei strain 192859,Shigella sonnei,trimethoprim,Resistant
510,Shigella sonnei strain 149193,Shigella sonnei,tobramycin,Resistant
511,Pseudomonas aeruginosa strain SCAID PLC1-2021 (16/222) strain SCAID PLC1-2021 (16/222) strain SCAID PLC1-2021 (16/222),Pseudomonas aeruginosa,cefazolin,Resistant
512,Klebsiella pneumoniae strain KP18-2079,Klebsiella pneumoniae,meropenem,Susceptible
513,Shigella sonnei strain 183738,Shigella sonnei,azithromycin,Susceptible
514,Klebsiella pneumoniae strain MRSN20522,Klebsiella pneumoniae,ampicillin,Resistant
515,Shigella sonnei strain 189256,Shigella sonnei,cefoxitin,Susceptible
516,Shigella sonnei strain 185886,Shigella sonnei,nalidixic acid,Susceptible
517,Klebsiella pneumoniae strain MRSN681054,Klebsiella pneumoniae,imipenem,Resistant
518,Staphylococcus aureus strain NCTC9611,Staphylococcus aureus,gentamicin,Susceptible
519,Shigella sonnei strain 178951,Shigella sonnei,tetracycline,Susceptible
520,Klebsiella pneumoniae strain MRSN546733,Klebsiella pneumoniae,imipenem,Susceptible
521,Klebsiella pneumoniae strain 11-2499 strain not applicable,Klebsiella pneumoniae,imipenem,Susceptible
522,Shigella sonnei strain 197088,Shigella sonnei,sulfonamides,Resistant
523,Shigella sonnei strain 182836,Shigella sonnei,tetracycline,Susceptible
524,Klebsiella pneumoniae strain BK-045,Klebsiella pneumoniae,cefoxitin,Susceptible
525,Shigella sonnei strain 151037,Shigella sonnei,ertapenem,Resistant
526,Shigella sonnei strain 182069,Shigella sonnei,streptomycin,Resistant
527,Streptococcus pneumoniae strain S858,Streptococcus pneumoniae,tetracycline,Susceptible
528,Klebsiella pneumoniae strain MRSN414780,Klebsiella pneumoniae,cefepime,Resistant
529,Pseudomonas aeruginosa strain SCAID PLC1-2021 (16/222) strain SCAID PLC1-2021 (16/222) strain SCAID PLC1-2021 (16/222),Pseudomonas aeruginosa,oxacillin,Resistant
530,Shigella sonnei strain 152347,Shigella sonnei,ertapenem,Susceptible
531,Shigella sonnei strain 152347,Shigella sonnei,temocillin,Susceptible
532,Klebsiella pneumoniae strain MRSN468268,Klebsiella pneumoniae,tetracycline,Resistant
533,Klebsiella pneumoniae strain KP18-2079,Klebsiella pneumoniae,aztreonam,Susceptible
534,Klebsiella pneumoniae strain MRSN681054,Klebsiella pneumoniae,cefotetan,Resistant
535,Klebsiella pneumoniae strain PAC4_180130,Klebsiella pneumoniae,ciprofloxacin,Resistant
536,Staphylococcus aureus strain 67582_1,Staphylococcus aureus,tetracycline,Susceptible
538,Klebsiella pneumoniae strain MRSN4759,Klebsiella pneumoniae,piperacillin-tazobactam,Susceptible
539,Klebsiella pneumoniae strain CVUAS 5452.2,Klebsiella pneumoniae,levofloxacin,Susceptible
540,Streptococcus pneumoniae strain pnumococcus23A,Streptococcus pneumoniae,erythromycin,Susceptible
541,Klebsiella pneumoniae strain MRSN27989,Klebsiella pneumoniae,cefazolin,Resistant
542,Klebsiella pneumoniae strain BK-170,Klebsiella pneumoniae,imipenem,Susceptible
543,Klebsiella pneumoniae strain MRSN699478,Klebsiella pneumoniae,piperacillin-tazobactam,Susceptible
544,Streptococcus pneumoniae strain S312,Streptococcus pneumoniae,chloramphenicol,Susceptible
545,Shigella sonnei strain 178626,Shigella sonnei,azithromycin,Resistant
546,Klebsiella pneumoniae strain KZN_INI_KINF_24,Klebsiella pneumoniae,levofloxacin,Susceptible
547,Shigella sonnei strain 159706,Shigella sonnei,tetracycline,Susceptible
548,Klebsiella pneumoniae strain MRSN13726,Klebsiella pneumoniae,cefotaxime,Susceptible
550,Staphylococcus aureus strain 60563-2-2,Staphylococcus aureus,erythromycin,Susceptible
551,Staphylococcus aureus strain 41103371,Staphylococcus aureus,erythromycin,Susceptible
552,Shigella sonnei strain 192859,Shigella sonnei,cefpirome,Resistant
553,Staphylococcus aureus strain GHA/LAMRSA/2016/20,Staphylococcus aureus,erythromycin,Susceptible
554,Staphylococcus aureus strain 60563-12-2,Staphylococcus aureus,gentamicin,Susceptible
